id,type,title,url,slug,word_count,city,service,title_template,h1_count,h2_count,h3_count,featured_media,boilerplate_ratio,similarity,similar_url,problem,severity,notes
1396,post,شركة دهان فلل في الرفاع,https://rukn-eltatawer.com/bh/villa-painting-riffa/,villa-painting-riffa,1983,الرفاع,دهان فلل في,شركة دهان فلل في {CITY},0,38,14,0,0.524,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان فلل في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1396,post,شركة دهان فلل في الرفاع,https://rukn-eltatawer.com/bh/villa-painting-riffa/,villa-painting-riffa,1983,الرفاع,دهان فلل في,شركة دهان فلل في {CITY},0,38,14,0,0.524,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في الرفاع؟» ×3؛ «متى تكون الحالة طارئة في الرفاع؟» ×2؛ «هل تزورون أكثر من مرة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1395,post,شركة دهان فلل في المحرق,https://rukn-eltatawer.com/bh/villa-painting-muharraq/,villa-painting-muharraq,1928,المحرق,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,إفراط في القالب / Boilerplate,متوسط,48% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1395,post,شركة دهان فلل في المحرق,https://rukn-eltatawer.com/bh/villa-painting-muharraq/,villa-painting-muharraq,1928,المحرق,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان فلل في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1395,post,شركة دهان فلل في المحرق,https://rukn-eltatawer.com/bh/villa-painting-muharraq/,villa-painting-muharraq,1928,المحرق,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تغطون أحياء المحرق مثل الحد؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في الحد والدير؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1394,post,شركة دهان فلل في المنامة,https://rukn-eltatawer.com/bh/villa-painting-manama/,villa-painting-manama,1979,المنامة,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,إفراط في القالب / Boilerplate,متوسط,48% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1394,post,شركة دهان فلل في المنامة,https://rukn-eltatawer.com/bh/villa-painting-manama/,villa-painting-manama,1979,المنامة,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان فلل في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1394,post,شركة دهان فلل في المنامة,https://rukn-eltatawer.com/bh/villa-painting-manama/,villa-painting-manama,1979,المنامة,دهان فلل في,شركة دهان فلل في {CITY},0,36,14,0,0.481,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تغطون أحياء المنامة مثل الجفير؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في الجفير وأم الحصم؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1393,post,شركة دهان شقق في البديع,https://rukn-eltatawer.com/bh/apartment-painting-budaiya/,apartment-painting-budaiya,1805,البديع,دهان شقق في,شركة دهان شقق في {CITY},0,36,14,0,0.459,,,إفراط في القالب / Boilerplate,متوسط,45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1393,post,شركة دهان شقق في البديع,https://rukn-eltatawer.com/bh/apartment-painting-budaiya/,apartment-painting-budaiya,1805,البديع,دهان شقق في,شركة دهان شقق في {CITY},0,36,14,0,0.459,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1393,post,شركة دهان شقق في البديع,https://rukn-eltatawer.com/bh/apartment-painting-budaiya/,apartment-painting-budaiya,1805,البديع,دهان شقق في,شركة دهان شقق في {CITY},0,36,14,0,0.459,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تعملون في البديع وسار القريبة؟» ×2؛ «هل تغطون أحياء البديع مثل البديع؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1392,post,شركة دهان شقق في سترة,https://rukn-eltatawer.com/bh/apartment-painting-sitra/,apartment-painting-sitra,1911,سترة,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.545,,,إفراط في القالب / Boilerplate,متوسط,54% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1392,post,شركة دهان شقق في سترة,https://rukn-eltatawer.com/bh/apartment-painting-sitra/,apartment-painting-sitra,1911,سترة,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.545,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1392,post,شركة دهان شقق في سترة,https://rukn-eltatawer.com/bh/apartment-painting-sitra/,apartment-painting-sitra,1911,سترة,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.545,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تناسب الشقق والفلل في سترة؟» ×3؛ «متى تكون الحالة طارئة في سترة؟» ×3؛ «هل تزورون أكثر من مرة؟» ×2؛ «هل يوجد ضمان مكتوب؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1391,post,شركة دهان شقق في مدينة عيسى,https://rukn-eltatawer.com/bh/apartment-painting-isa-town/,apartment-painting-isa-town,1965,مدينة عيسى,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.5,,,إفراط في القالب / Boilerplate,متوسط,50% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1391,post,شركة دهان شقق في مدينة عيسى,https://rukn-eltatawer.com/bh/apartment-painting-isa-town/,apartment-painting-isa-town,1965,مدينة عيسى,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.5,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1391,post,شركة دهان شقق في مدينة عيسى,https://rukn-eltatawer.com/bh/apartment-painting-isa-town/,apartment-painting-isa-town,1965,مدينة عيسى,دهان شقق في,شركة دهان شقق في {CITY},0,38,14,0,0.5,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في مدينة عيسى؟» ×2؛ «متى تكون الحالة طارئة في مدينة عيسى؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1390,post,شركة دهان شقق في عالي,https://rukn-eltatawer.com/bh/apartment-painting-aali/,apartment-painting-aali,1904,عالي,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.538,,,إفراط في القالب / Boilerplate,متوسط,53% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1390,post,شركة دهان شقق في عالي,https://rukn-eltatawer.com/bh/apartment-painting-aali/,apartment-painting-aali,1904,عالي,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.538,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1390,post,شركة دهان شقق في عالي,https://rukn-eltatawer.com/bh/apartment-painting-aali/,apartment-painting-aali,1904,عالي,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.538,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ماذا أرسل قبل الزيارة؟» ×3؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في عالي عن مدينة أخرى؟» ×2؛ «كم تستغرق دهان شقق داخل عالي؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1389,post,شركة دهان شقق في مدينة حمد,https://rukn-eltatawer.com/bh/apartment-painting-hamad-town/,apartment-painting-hamad-town,1998,مدينة حمد,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.506,,,إفراط في القالب / Boilerplate,متوسط,50% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1389,post,شركة دهان شقق في مدينة حمد,https://rukn-eltatawer.com/bh/apartment-painting-hamad-town/,apartment-painting-hamad-town,1998,مدينة حمد,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.506,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1389,post,شركة دهان شقق في مدينة حمد,https://rukn-eltatawer.com/bh/apartment-painting-hamad-town/,apartment-painting-hamad-town,1998,مدينة حمد,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.506,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تشمل الزيارة قطعاً أو مواد؟» ×3؛ «ما الذي يميّز التنفيذ في مدينة حمد عن مدينة أخرى؟» ×2؛ «كم تستغرق دهان شقق داخل مدينة حمد؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1388,post,شركة دهان شقق في الرفاع,https://rukn-eltatawer.com/bh/apartment-painting-riffa/,apartment-painting-riffa,1975,الرفاع,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.53,,,إفراط في القالب / Boilerplate,متوسط,53% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1388,post,شركة دهان شقق في الرفاع,https://rukn-eltatawer.com/bh/apartment-painting-riffa/,apartment-painting-riffa,1975,الرفاع,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.53,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1388,post,شركة دهان شقق في الرفاع,https://rukn-eltatawer.com/bh/apartment-painting-riffa/,apartment-painting-riffa,1975,الرفاع,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.53,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ماذا أرسل قبل الزيارة؟» ×3؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في الرفاع عن مدينة أخرى؟» ×2؛ «كم تستغرق دهان شقق داخل الرفاع؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1387,post,شركة دهان شقق في المحرق,https://rukn-eltatawer.com/bh/apartment-painting-muharraq/,apartment-painting-muharraq,1982,المحرق,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.523,,,إفراط في القالب / Boilerplate,متوسط,52% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1387,post,شركة دهان شقق في المحرق,https://rukn-eltatawer.com/bh/apartment-painting-muharraq/,apartment-painting-muharraq,1982,المحرق,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.523,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1387,post,شركة دهان شقق في المحرق,https://rukn-eltatawer.com/bh/apartment-painting-muharraq/,apartment-painting-muharraq,1982,المحرق,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.523,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «كم تستغرق دهان شقق داخل المحرق؟» ×3؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في المحرق عن مدينة أخرى؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1386,post,شركة دهان شقق في المنامة,https://rukn-eltatawer.com/bh/apartment-painting-manama/,apartment-painting-manama,2036,المنامة,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.534,,,إفراط في القالب / Boilerplate,متوسط,53% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1386,post,شركة دهان شقق في المنامة,https://rukn-eltatawer.com/bh/apartment-painting-manama/,apartment-painting-manama,2036,المنامة,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.534,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة دهان شقق في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1386,post,شركة دهان شقق في المنامة,https://rukn-eltatawer.com/bh/apartment-painting-manama/,apartment-painting-manama,2036,المنامة,دهان شقق في,شركة دهان شقق في {CITY},0,37,14,0,0.534,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ما الذي يميّز التنفيذ في المنامة عن مدينة أخرى؟» ×3؛ «كم تستغرق دهان شقق داخل المنامة؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1385,post,شركة شحن دولي جوي في البديع,https://rukn-eltatawer.com/bh/air-freight-budaiya/,air-freight-budaiya,1821,البديع,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.493,,,إفراط في القالب / Boilerplate,متوسط,49% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1385,post,شركة شحن دولي جوي في البديع,https://rukn-eltatawer.com/bh/air-freight-budaiya/,air-freight-budaiya,1821,البديع,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.493,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1385,post,شركة شحن دولي جوي في البديع,https://rukn-eltatawer.com/bh/air-freight-budaiya/,air-freight-budaiya,1821,البديع,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.493,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في البديع؟» ×2؛ «متى تكون الحالة طارئة في البديع؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1384,post,شركة شحن دولي جوي في سترة,https://rukn-eltatawer.com/bh/air-freight-sitra/,air-freight-sitra,1841,سترة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.452,,,إفراط في القالب / Boilerplate,متوسط,45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1384,post,شركة شحن دولي جوي في سترة,https://rukn-eltatawer.com/bh/air-freight-sitra/,air-freight-sitra,1841,سترة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.452,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1384,post,شركة شحن دولي جوي في سترة,https://rukn-eltatawer.com/bh/air-freight-sitra/,air-freight-sitra,1841,سترة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.452,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في سترة البلد والقرية؟» ×2؛ «هل تغطون أحياء سترة مثل سترة البلد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1383,post,شركة شحن دولي جوي في مدينة عيسى,https://rukn-eltatawer.com/bh/air-freight-isa-town/,air-freight-isa-town,2005,مدينة عيسى,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.456,,,إفراط في القالب / Boilerplate,متوسط,45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1383,post,شركة شحن دولي جوي في مدينة عيسى,https://rukn-eltatawer.com/bh/air-freight-isa-town/,air-freight-isa-town,2005,مدينة عيسى,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.456,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1383,post,شركة شحن دولي جوي في مدينة عيسى,https://rukn-eltatawer.com/bh/air-freight-isa-town/,air-freight-isa-town,2005,مدينة عيسى,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.456,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ما الذي يميّز التنفيذ في مدينة عيسى عن مدينة أخرى؟» ×3؛ «كم تستغرق شحن دولي جوي داخل مدينة عيسى؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1382,post,شركة شحن دولي جوي في عالي,https://rukn-eltatawer.com/bh/air-freight-aali/,air-freight-aali,1858,عالي,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.528,,,إفراط في القالب / Boilerplate,متوسط,52% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1382,post,شركة شحن دولي جوي في عالي,https://rukn-eltatawer.com/bh/air-freight-aali/,air-freight-aali,1858,عالي,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.528,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1382,post,شركة شحن دولي جوي في عالي,https://rukn-eltatawer.com/bh/air-freight-aali/,air-freight-aali,1858,عالي,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.528,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في عالي؟» ×2؛ «متى تكون الحالة طارئة في عالي؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1381,post,شركة شحن دولي جوي في مدينة حمد,https://rukn-eltatawer.com/bh/air-freight-hamad-town/,air-freight-hamad-town,2010,مدينة حمد,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.461,,,إفراط في القالب / Boilerplate,متوسط,46% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1381,post,شركة شحن دولي جوي في مدينة حمد,https://rukn-eltatawer.com/bh/air-freight-hamad-town/,air-freight-hamad-town,2010,مدينة حمد,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.461,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1381,post,شركة شحن دولي جوي في مدينة حمد,https://rukn-eltatawer.com/bh/air-freight-hamad-town/,air-freight-hamad-town,2010,مدينة حمد,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,36,14,0,0.461,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ما الذي يميّز التنفيذ في مدينة حمد عن مدينة أخرى؟» ×3؛ «كم تستغرق شحن دولي جوي داخل مدينة حمد؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1380,post,شركة شحن دولي جوي في الرفاع,https://rukn-eltatawer.com/bh/air-freight-riffa/,air-freight-riffa,1892,الرفاع,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.44,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1380,post,شركة شحن دولي جوي في الرفاع,https://rukn-eltatawer.com/bh/air-freight-riffa/,air-freight-riffa,1892,الرفاع,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.44,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في الرفاع الشرقي ووادي السيل؟» ×2؛ «هل تغطون أحياء الرفاع مثل الرفاع الشرقي؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1379,post,شركة شحن دولي جوي في المحرق,https://rukn-eltatawer.com/bh/air-freight-muharraq/,air-freight-muharraq,1868,المحرق,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.468,,,إفراط في القالب / Boilerplate,متوسط,46% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1379,post,شركة شحن دولي جوي في المحرق,https://rukn-eltatawer.com/bh/air-freight-muharraq/,air-freight-muharraq,1868,المحرق,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.468,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1379,post,شركة شحن دولي جوي في المحرق,https://rukn-eltatawer.com/bh/air-freight-muharraq/,air-freight-muharraq,1868,المحرق,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,35,14,0,0.468,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في الحد والدير؟» ×2؛ «هل تغطون أحياء المحرق مثل الحد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1378,post,شركة شحن دولي جوي في المنامة,https://rukn-eltatawer.com/bh/air-freight-manama/,air-freight-manama,1995,المنامة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.506,,,إفراط في القالب / Boilerplate,متوسط,50% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1378,post,شركة شحن دولي جوي في المنامة,https://rukn-eltatawer.com/bh/air-freight-manama/,air-freight-manama,1995,المنامة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.506,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي جوي في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1378,post,شركة شحن دولي جوي في المنامة,https://rukn-eltatawer.com/bh/air-freight-manama/,air-freight-manama,1995,المنامة,شحن دولي جوي في,شركة شحن دولي جوي في {CITY},0,37,14,0,0.506,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «متى تكون الحالة طارئة في المنامة؟» ×3؛ «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×2؛ «هل تناسب الشقق والفلل في المنامة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1377,post,شركة شحن دولي بحري في البديع,https://rukn-eltatawer.com/bh/sea-freight-budaiya/,sea-freight-budaiya,1874,البديع,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,37,14,0,0.463,,,إفراط في القالب / Boilerplate,متوسط,46% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة.
1377,post,شركة شحن دولي بحري في البديع,https://rukn-eltatawer.com/bh/sea-freight-budaiya/,sea-freight-budaiya,1874,البديع,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,37,14,0,0.463,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي بحري في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1377,post,شركة شحن دولي بحري في البديع,https://rukn-eltatawer.com/bh/sea-freight-budaiya/,sea-freight-budaiya,1874,البديع,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,37,14,0,0.463,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «ماذا أرسل قبل الزيارة؟» ×3؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في البديع عن مدينة أخرى؟» ×2؛ «كم تستغرق شحن دولي بحري داخل البديع؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1376,post,شركة شحن دولي بحري في سترة,https://rukn-eltatawer.com/bh/sea-freight-sitra/,sea-freight-sitra,1918,سترة,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,36,14,0,0.43,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي بحري في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
1376,post,شركة شحن دولي بحري في سترة,https://rukn-eltatawer.com/bh/sea-freight-sitra/,sea-freight-sitra,1918,سترة,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,36,14,0,0.43,,,أخطاء/عناصر SEO مفقودة,عالٍ,H2 مكررة داخل المقال: «هل تغطون أحياء سترة مثل سترة البلد؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في سترة البلد والقرية؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
1375,post,شركة شحن دولي بحري في مدينة عيسى,https://rukn-eltatawer.com/bh/sea-freight-isa-town/,sea-freight-isa-town,1978,مدينة عيسى,شحن دولي بحري في,شركة شحن دولي بحري في {CITY},0,36,14,0,0.363,,,قالب هيكلي مكرر (Doorway),عالٍ,نفس قالب العنوان «شركة شحن دولي بحري في {CITY}» يظهر في 8 مقالاً (تبديل المدينة فقط).
